GroundTruth_Tri_Label	||Prediction_Tri_Label	||Trigger	||GroundTruth_Ant_Label	||Prediction_Ant_Lable	||Antecedent	||Test_Instance
1	||1	||to	||1	||1	||say something about it 	||`` We want to complain , we want to say something about it , and we 're going to as it gets worse , '' says Rep. Dan Burton , an Indiana Republican who has been a staunch Contra backer . `` But it 's like kicking your father in the pants . You hate to do it because he 's your father . '' Mr. Burton says conservatives ' unhappiness with Mr. Bush 's cautious handling of the recent unsuccessful coup in Panama will make them more willing to speak out .
1	||1	||did	||1	||1	||moving faster to create new ads 	||In any case , the brokerage firms are clearly moving faster to create new ads than they did in the fall of 1987 . But it remains to be seen whether their ads will be any more effective . In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse . Now the firms must try their hardest to prove that advertising can work this time around .
1	||1	||did	||1	||1	||hammering for more open trade policies 	||It 's appropriate for U.S. officials to keep hammering for more open trade policies , as U.S. Trade Representative Carla Hills did in Seoul last week . But there 's also sometimes a tendency in American political circles to pick especially on South Korea , out of frustration over our inability to do much about Japan . That 's counterproductive .
1	||1	||will	||0	||1	||rode the tiger up all year	||If takeover premiums become excessive , if LBO dealmakers become too aggressive , then the private market will recognize these problems more quickly and accurately than will policy makers , and the markets will move with lightning speed to impose appropriate sanctions . Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year . Not surprisingly , he sometimes bites .
0	||1	||do	||1	||1	||taking a swat at me 	||Mr. Alexander says he regards the agreement , which has n't been submitted to a judge , as something of a joke . However , he acknowledges they `` have the option of taking a swat at me if they really want to . '' Mr. Friend says his side is `` dead serious . '' Although they do n't contemplate delivering any disabling blows , he says that Mr. Alexander will be asked to sign a release from liability , just in case .
1	||1	||did	||1	||1	||inject massive amounts of money into the banking system 	||Federal Reserve Chairman Alan Greenspan was on the telephones , making it clear to officials in the U.S. and abroad that the Fed was prepared to inject massive amounts of money into the banking system , as it did in October 1987 , if the action were needed to prevent a financial crisis .
1	||1	||does	||0	||0	||forgotten why they were all sentenced to life imprisonment in the first place : for sabotage and conspiracy to overthrow the government	||The newly released ANC leaders also will be under enormous pressure . The government is watching closely to see if their presence in the townships leads to increased anti-government protests and violence ; if it does , Pretoria will use this as a reason to keep Mr. Mandela behind bars . Pretoria has n't forgotten why they were all sentenced to life imprisonment in the first place : for sabotage and conspiracy to overthrow the government .
1	||1	||did	||0	||1	||keep hammering for more open trade policies	||It 's appropriate for U.S. officials to keep hammering for more open trade policies , as U.S. Trade Representative Carla Hills did in Seoul last week . But there 's also sometimes a tendency in American political circles to pick especially on South Korea , out of frustration over our inability to do much about Japan . That 's counterproductive .
1	||1	||to	||0	||0	||buy shares from sellers when no one else is willing to	||Market makers keep supplies of stock on hand to maintain orderly trading when imbalances occur . On days like Friday , that means they must buy shares from sellers when no one else is willing to . When selling is so frenzied , prices fall steeply and fast . Two years ago , faced with the possibility of heavy losses on the stocks in their inventories , market makers themselves began dumping shares , exacerbating the slide in OTC stock prices .
1	||1	||do	||0	||0	||was offset in the first quarter by better economies of scale and efficiencies in manufacturing	||The company had been experiencing softening margins because of increased sales of software applications , which have lower margins than do operating systems . But the company said that trend was offset in the first quarter by better economies of scale and efficiencies in manufacturing .
1	||1	||to	||1	||1	||buy shares from sellers 	||Market makers keep supplies of stock on hand to maintain orderly trading when imbalances occur . On days like Friday , that means they must buy shares from sellers when no one else is willing to . When selling is so frenzied , prices fall steeply and fast . Two years ago , faced with the possibility of heavy losses on the stocks in their inventories , market makers themselves began dumping shares , exacerbating the slide in OTC stock prices .
1	||1	||to	||0	||1	||bring about	||`` It has n't had any impact on us , nor do we expect it to , '' said a spokeswoman for Miller Brewing Co. , a major client of Backer Spielvogel . John Lampe , director of advertising at PaineWebber Inc. , a Saatchi & Saatchi Advertising client , said : `` We have no problem with the announcement , because we do n't know what change it 's going to bring about . We are n't going to change agencies because of a change in London . ''
1	||1	||does	||0	||1	||laments	||Collectors do n't say `` It 's a van Gogh '' anymore , laments Harry Brooks , the president of Wildenstein & Co. , a New York gallery . `` They say , ` Johnny Payson got $ 53 million for his , so certainly $ 10 million is n't too much for mine . ' The great collectors we depended on , such as Paul Mellon or Norton Simon , have stopped buying , and the new buyers are brilliant men who made money in the stock market or in takeovers and rushed into collecting ... . '' Mr. Payson , an art dealer and collector , sold Vincent van Gogh 's `` Irises '' at a Sotheby 's auction in November 1987 to Australian businessman Alan Bond . ( Trouble is , Mr. Bond has yet to pay up , and until he does , Sotheby 's has the painting under lock and key . )
1	||1	||did	||0	||1	||as dominant	||Then at 10:15 the Dow suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall . And this time , it was n't just the program traders who were responsible . All the selling had pushed stocks to such cheap values that big investment banks and major money management firms started buying stocks heavily . The program traders were in there , too , of course . But according to one trader , the programmers `` did n't look as dominant on the upside as on the downside because there was { also } a lot of bargain-hunting '' by institutions .
1	||1	||did	||0	||1	||is speaking out	||And while the defense secretary is speaking out , President Bush himself has n't launched any high-visibility campaign to drum up support , as President Reagan did . The administration also acknowledges that it is n't pursuing Mr. Reagan 's original vision of an `` impenetrable shield '' protecting the whole U.S. , but rather a more modest version .
1	||1	||did	||0	||0	||could be jolted if the market plunges again	||Of course , the relative calm could be jolted if the market plunges again . And any strong surge in redemptions could force some funds to dump stocks to raise cash , as some did during Black Monday .
1	||1	||should	||0	||0	||public	||Officers of the company , a health-care concern , `` were very discouraged on Friday and felt they should n't go public ; we felt they should , '' says Sanford Robertson , partner in the banking concern .
1	||1	||are	||1	||1	||worth that 	||Good service programs require recruitment , screening , training and supervision -- all of high quality . They involve stipends to participants . Full-time residential programs also require housing and full-time supervision ; they are particularly expensive -- more per participant than a year at Stanford or Yale . Non-residential programs are cheaper , but good ones still come to some $ 10,000 a year . Are they worth that ? Evaluations suggest that good ones are -- especially so if the effects on participants are counted . But the calculations are challengeable .
0	||1	||are	||1	||1	||innocuous changes 	||Those sound like innocuous changes , but they 're not . Both the Treasury and Congress traditionally have pushed for easy money , the Treasury to reduce its debt management problems and Congress to satisfy powerful producer constituencies who want a weak dollar for short-term competitive gains in world markets . Congressional pressures on the Fed similar to those that produced the savings and loan mess are an awful thought .
0	||1	||do	||0	||1	||do n't contemplate delivering any disabling blows	||Mr. Alexander says he regards the agreement , which has n't been submitted to a judge , as something of a joke . However , he acknowledges they `` have the option of taking a swat at me if they really want to . '' Mr. Friend says his side is `` dead serious . '' Although they do n't contemplate delivering any disabling blows , he says that Mr. Alexander will be asked to sign a release from liability , just in case .
1	||1	||can	||0	||0	||said	||`` The conventional wisdom used to be that you could n't modify the immune response of an infected individual '' by innoculating them with synthetic viral proteins , Dr. Redfield said . `` We 've demonstrated that you can . ''
1	||1	||did	||0	||0	||has more than 100 separate editions going to different regions , top management , and other groups	||But the magazine was slower than its competitors to come up with its regional editions , and until last year offered fewer of them than did competitors . Time magazine , for example , has more than 100 separate editions going to different regions , top management , and other groups .
1	||1	||do	||0	||1	||find jobs elsewhere	||What keeps Mr. Li in Panzhihua ? Partly the system . While workers ca n't easily be fired , they also ca n't easily quit to find jobs elsewhere . The Li family could apply for permission to do so , but has n't tried . `` I expect I 'll be in Panzhihua for the rest of my life , '' Mr. Li says . `` The No. 1 high school is pretty good , and I have to think of my daughter 's future . ''
1	||1	||did	||1	||1	||kill inflation 	||These two myths have caused the republic untold damage . The U.S. economy took on an inflationary bias when the Fed was forced to finance an incredible spending spree by Lyndon Johnson . Richard Nixon exacerbated the problem when , in response to pressures from Congress , he applied price and wage controls in August 1971 , thereby discouraging production . Jimmy Carter ultimately hired Mr. Volcker to kill inflation , which was reaching dangerous levels . He did , too late to save Mr. Carter from forced retirement .
1	||1	||did	||0	||1	||howling through the place turning people	||What with Halloween coming and bigger defense cuts looming , more and more Pentagon bureaucrats are crawling under their desks . They know that they can hold off the ghosts only a little while longer by cutting carriers and ships . Then the whole thing will start to collapse , just as it did in the 1970s , and the ghosts and banshees will be howling through the place turning people 's hair white . Gives me the willies just thinking about it .
1	||1	||be	||0	||0	||be	||America West , though , is a smaller airline and therefore more affected by the delayed delivery of a single plane than many of its competitors would be . `` I figure that American and United probably have such a hard time counting all the planes in their fleets , they might not miss one at all , '' Mr. Otradovec said .
1	||1	||did	||1	||1	||collapse 	||What with Halloween coming and bigger defense cuts looming , more and more Pentagon bureaucrats are crawling under their desks . They know that they can hold off the ghosts only a little while longer by cutting carriers and ships . Then the whole thing will start to collapse , just as it did in the 1970s , and the ghosts and banshees will be howling through the place turning people 's hair white . Gives me the willies just thinking about it .
1	||1	||does	||0	||1	||says he still thinks the IPO will succeed	||William O'Donnell , president , says he still thinks the IPO will succeed . If it does n't , he says , the company would have to change its expansion timetable .
1	||1	||does	||1	||1	||resembles 	||Do n't say the TV sitcom , because that happens to be a genre that , in its desperate need to attract everybody and offend nobody , resembles politics more than it does comedy . It is true that the best sitcoms do allow group differences to simmer : yuppies vs. blue-collar Bostonians in `` Cheers '' ; children vs. adults in `` The Cosby Show . '' But these are not the differences that make headlines .
1	||1	||to	||0	||0	||make them more willing to speak out	||`` We want to complain , we want to say something about it , and we 're going to as it gets worse , '' says Rep. Dan Burton , an Indiana Republican who has been a staunch Contra backer . `` But it 's like kicking your father in the pants . You hate to do it because he 's your father . '' Mr. Burton says conservatives ' unhappiness with Mr. Bush 's cautious handling of the recent unsuccessful coup in Panama will make them more willing to speak out .
1	||1	||did	||0	||0	||said	||`` The pace of trading was orderly , '' he said . Nasdaq 's Small Order Execution System `` worked beautifully , '' as did the automated system for larger trades , according to Mr. Hardiman .
1	||1	||do	||0	||0	||expects a 0.4 % increase in the September CPI after a flat reading in August	||A rebound in energy prices , which helped push up the producer price index , is expected to do the same in the consumer price report . The consensus view expects a 0.4 % increase in the September CPI after a flat reading in August .
1	||1	||did	||1	||1	||develop its own competitive micro system 	||By 1982 , however , the patent status of the Lanier microcassette had changed , permitting Dictaphone to develop its own competitive micro system , which it did . Marketing and sales departments then urged abandonment of the pico project . But others said pico should proceed . Both were right .
1	||1	||will	||0	||0	||overly rattled by Friday 's decline	||Surveys suggested that consumer confidence was high before Friday . A 190-point drop is n't likely to make much of a dent ; multiply that a few times over , though , and it will . If the reactions of executives gathered Saturday at Hot Springs , Va. , for the Business Council meetings are typical , business leaders were n't overly rattled by Friday 's decline . And if foreign investors become a tad more cautious -- well , the dollar 's recent strength suggests that the U.S. can stand it .
1	||1	||to	||1	||1	||taking a swat at me 	||Mr. Alexander says he regards the agreement , which has n't been submitted to a judge , as something of a joke . However , he acknowledges they `` have the option of taking a swat at me if they really want to . '' Mr. Friend says his side is `` dead serious . '' Although they do n't contemplate delivering any disabling blows , he says that Mr. Alexander will be asked to sign a release from liability , just in case .
1	||1	||has	||1	||1	||insisted 	||At a later news conference here , Frank Lorenzo , chairman of Eastern 's parent Texas Air Corp. , said Eastern was exceeding its goals for getting back into operation and predicted it would emerge from Chapter 11 protection from creditors early next year , operating with more service than it originally had scheduled . He insisted , as he has before , that creditors would be paid in full under the plan .
0	||1	||are	||0	||1	||prefer these colors	||Sony found a new market niche , but Mr. Kaye figured that its prices left plenty of room for a lower-priced competitor . His products are n't exact copies of Sony 's but strongly resemble them in size , shape and , especially , color . Sony uses mostly red and blue , with traces of yellow -- and so does Justin , on the theory that kids prefer these colors . ( `` To be successful , a product can be any color whatsoever , as long as it is fire-engine red , '' says Charles E. Baxley , Justin 's attorney . )
0	||1	||are	||1	||1	||uses mostly red and blue , with traces of yellow 	||Sony found a new market niche , but Mr. Kaye figured that its prices left plenty of room for a lower-priced competitor . His products are n't exact copies of Sony 's but strongly resemble them in size , shape and , especially , color . Sony uses mostly red and blue , with traces of yellow -- and so does Justin , on the theory that kids prefer these colors . ( `` To be successful , a product can be any color whatsoever , as long as it is fire-engine red , '' says Charles E. Baxley , Justin 's attorney . )
1	||1	||did	||0	||0	||will be any more effective	||In any case , the brokerage firms are clearly moving faster to create new ads than they did in the fall of 1987 . But it remains to be seen whether their ads will be any more effective . In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse . Now the firms must try their hardest to prove that advertising can work this time around .
1	||1	||did	||1	||1	||bailed out 	||`` Singapore took the hit because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities ( Hong Kong ) Ltd . She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably . Similarly , Kuala Lumpur 's composite index yesterday ended 27.5 % above its 1988 close .
1	||1	||do	||0	||1	||suspended its preferred-dividend payment in October 1985 and said it has n't any plans to catch up on dividends in arrears about $ 6 million	||The energy-services concern said , however , that in January 1990 , it may resume payments of dividends on the preferred stock . Weatherford suspended its preferred-dividend payment in October 1985 and said it has n't any plans to catch up on dividends in arrears about $ 6 million , but will do so some time in the future .
1	||1	||were	||0	||0	||increased the yield on small-denomination three-month CDs to 8 % from 7.9 %	||Some banks actually boosted yields on the shortest term CDs in the latest week . New York 's Citibank , for instance , increased the yield on small-denomination three-month CDs to 8 % from 7.9 % . On average , however , three-month CDs at major banks are yielding a tenth of a percentage point less than they were a week ago .
1	||1	||are	||0	||0	||are counted	||Good service programs require recruitment , screening , training and supervision -- all of high quality . They involve stipends to participants . Full-time residential programs also require housing and full-time supervision ; they are particularly expensive -- more per participant than a year at Stanford or Yale . Non-residential programs are cheaper , but good ones still come to some $ 10,000 a year . Are they worth that ? Evaluations suggest that good ones are -- especially so if the effects on participants are counted . But the calculations are challengeable .
1	||1	||did	||0	||1	||overthrow the Kabul regime quickly and easily	||But there never was a chance that the Afghan resistance would overthrow the Kabul regime quickly and easily . Soviet leaders said they would support their Kabul clients by all means necessary -- and did . The U.S. said it would fully support the resistance -- and did n't .
1	||1	||will	||0	||1	||be among the companies hard-hit by weak chemical prices	||But securities analysts say Phillips will be among the companies hard-hit by weak chemical prices and will probably post a drop in third-quarter earnings . So , too , many analysts predict , will Exxon Corp. , Chevron Corp. and Amoco Corp .
1	||1	||to	||1	||1	||cancel or rescind them 	||When the fiscal year began on Oct. 1 , the Office of Management and Budget began withholding 4.3 % of the Pentagon 's money and 5.3 % of other agencies ' money , as the Gramm-Rudman law requires . Those cuts , known as a `` sequester '' in budget jargon , became permanent yesterday , although Congress could cancel or rescind them whenever it wants to . Under a special provision of the law , the government yesterday began slicing 2 % from Medicare payments made to doctors and hospitals .
1	||1	||did	||0	||1	||responsible	||Then at 10:15 the Dow suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall . And this time , it was n't just the program traders who were responsible . All the selling had pushed stocks to such cheap values that big investment banks and major money management firms started buying stocks heavily . The program traders were in there , too , of course . But according to one trader , the programmers `` did n't look as dominant on the upside as on the downside because there was { also } a lot of bargain-hunting '' by institutions .
1	||1	||did	||0	||1	||is a fine reporter of serious topics	||Damon Darlin is a fine reporter of serious topics . Do n't waste his talents with fatuous assignments such as the Sept. 20 page-one article about gift-giving in Korea . You sunk just about as low as NBC did in its reporting on Korean life during last year 's Olympics .
1	||1	||did	||0	||1	||dump U.S. stocks	||If foreigners dump U.S. stocks and return to the safety of their home markets -- as they did in October 1987 -- they must simultaneously also sell dollars for their own currencies . Those transactions , in turn , could weaken the dollar . Even if foreigners just withhold from buying additional U.S. securities , they reduce the demand for dollars .
1	||1	||is	||0	||1	||has been over for some time	||But the stock market as a whole , bolstered as it is by takeover speculation , remains vulnerable to any further pullback by takeover financiers , both in the junkbond market and among commercial banks . For debt-ridden suitors , `` the takeover game has been over for some time , '' says New York money manager Neil Weisman of Chilmark Capital , who has been keeping 85 % of his portfolio in cash . `` The market is just waking up to that point . ''
1	||1	||can	||0	||1	||to take up my cause	||Mr. Wertheimer based this on a statement by Mr. Keating that was quoted in a Wall Street Journal story in April : `` One question ... had to do with whether my financial support in any way influenced several political figures to take up my cause . I want to say in the most forceful way I can : I certainly hope so . ''
1	||1	||to	||0	||0	||keep supplies of stock on hand to maintain orderly trading when imbalances occur . On days like Friday , that means they must buy shares from sellers when no one else is willing to . When selling is so frenzied , prices fall steeply and fast . Two years ago , faced with the possibility of heavy losses on the stocks in their inventories , market makers themselves began dumping shares , exacerbating the slide in OTC stock prices	||Market makers keep supplies of stock on hand to maintain orderly trading when imbalances occur . On days like Friday , that means they must buy shares from sellers when no one else is willing to . When selling is so frenzied , prices fall steeply and fast . Two years ago , faced with the possibility of heavy losses on the stocks in their inventories , market makers themselves began dumping shares , exacerbating the slide in OTC stock prices .
1	||1	||do	||1	||1	||justify it scientifically 	||Mr. Zycher also criticizes 103 's requirement that auto-insurance rates be based primarily on a motorist 's safety record and driving habits rather than upon zip code . Proposition 103 does not prohibit any use of territorial rating , but requires insurers to justify it scientifically . So far , they 've been unable to do so .
1	||1	||be	||1	||1	||affected by the delayed delivery of a single plane 	||America West , though , is a smaller airline and therefore more affected by the delayed delivery of a single plane than many of its competitors would be . `` I figure that American and United probably have such a hard time counting all the planes in their fleets , they might not miss one at all , '' Mr. Otradovec said .
1	||1	||did	||0	||0	||said	||`` Singapore took the hit because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities ( Hong Kong ) Ltd . She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably . Similarly , Kuala Lumpur 's composite index yesterday ended 27.5 % above its 1988 close .
1	||1	||did	||0	||1	||Keep on investing	||Hard on the heels of Friday 's 190-point stock-market plunge and the uncertainty that 's followed , a few big brokerage firms are rolling out new ads trumpeting a familiar message : Keep on investing , the market 's just fine . Their mission is to keep clients from fleeing the market , as individual investors did in droves after the crash in October
1	||1	||be	||0	||1	||miss one at all	||America West , though , is a smaller airline and therefore more affected by the delayed delivery of a single plane than many of its competitors would be . `` I figure that American and United probably have such a hard time counting all the planes in their fleets , they might not miss one at all , '' Mr. Otradovec said .
1	||1	||has	||1	||0	||analyze whether leaders of coups against Gen. Noriega meet the War Powers Act 's six points , Cap Weinberger 's seven points , the Intelligence Committee 's 32 points and Woodrow Wilson 's 14 points necessary to justify U.S. support 	||That 's about all it costs to appease Adm. Erich Raeder 's ghost . In 1941 , Raeder and the German navy threatened to attack the Panama Canal , so we created the Southern Command in Panama . The Southern Command has grown even bigger since the war because Raeder 's ghost sometimes runs through the E ring dressed like Gen. Noriega . The Command 's huge bureaucracy is needed to analyze whether leaders of coups against Gen. Noriega meet the War Powers Act 's six points , Cap Weinberger 's seven points , the Intelligence Committee 's 32 points and Woodrow Wilson 's 14 points necessary to justify U.S. support . So far no one has .
1	||1	||are	||1	||1	||put into syndication 	||While some in the U.S. contend that advertising is the bane of television , here many believe that its absence is to blame for the European TV industry 's sluggish development . Until recently , national governments in Europe controlled most of the air time and allowed little or no advertising . Since production costs were guaranteed , it did n't matter that a program could n't be sold abroad or put into syndication , as most American programs are . But not much money was spent on the shows , either , a situation that encouraged cheap-to-make talk and game shows , while discouraging expensive-to-produce dramas .
1	||1	||would	||0	||0	||is itself a form of racism	||If Mr. Mason had used less derogatory language to articulate his amateur analysis of the voting behavior of his fellow New Yorkers , would the water be quite so hot ? It probably would , because few or none of the people upset by Mr. Mason 's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language . In addition , some of Mr. Mason 's critics have implied that his type of ethnic humor is itself a form of racism .
1	||1	||did	||1	||1	||increased 0.7 % 	||Manufacturers showed the biggest sales gains ; their sales rose 5.6 % , while factory inventories only grew 0.3 % . Retailers ' sales increased 0.7 % , as did their inventories . Wholesalers ' sales climbed 1.5 % , while their inventories dropped 0.1 % .
1	||1	||will	||0	||1	||a tad more cautious --	||Surveys suggested that consumer confidence was high before Friday . A 190-point drop is n't likely to make much of a dent ; multiply that a few times over , though , and it will . If the reactions of executives gathered Saturday at Hot Springs , Va. , for the Business Council meetings are typical , business leaders were n't overly rattled by Friday 's decline . And if foreign investors become a tad more cautious -- well , the dollar 's recent strength suggests that the U.S. can stand it .
1	||1	||did	||1	||1	||launched any high-visibility campaign to drum up support 	||And while the defense secretary is speaking out , President Bush himself has n't launched any high-visibility campaign to drum up support , as President Reagan did . The administration also acknowledges that it is n't pursuing Mr. Reagan 's original vision of an `` impenetrable shield '' protecting the whole U.S. , but rather a more modest version .
1	||1	||did	||0	||1	||overthrow the Kabul regime quickly and easily	||But there never was a chance that the Afghan resistance would overthrow the Kabul regime quickly and easily . Soviet leaders said they would support their Kabul clients by all means necessary -- and did . The U.S. said it would fully support the resistance -- and did n't .
1	||1	||did	||0	||0	||did	||When bank financing for the buy-out collapsed last week , so did UAL 's stock . Even if the banks resurrect a financing package at $ 250 a share , the two executives would still get about $ 25 million less than they stood to gain in the initial transaction .
1	||1	||do	||0	||1	||is `` just sit tight	||Even for people who expect a bear market in coming months -- and a sizable number of money managers and market pundits do -- the advice is : Wait for the market to bounce back , and sell shares gradually during rallies . The best thing individual investors can do is `` just sit tight , '' says Marshall B. Front , executive vice president and head of investment counseling at Stein Roe & Farnham Inc. , a Chicago-based investment counseling firm that manages about $ 18 billion .
1	||1	||do	||1	||1	||helped push up the producer price index 	||A rebound in energy prices , which helped push up the producer price index , is expected to do the same in the consumer price report . The consensus view expects a 0.4 % increase in the September CPI after a flat reading in August .
1	||1	||have	||0	||0	||to be the subject of major initiatives	||`` There are some very significant issues out there , such as the fiscal deficit , the trade deficit , our relations with Japan , that have to be the subject of major initiatives , '' he said in an interview . `` I 'd like to see that initiative , and I have n't . There is n't a big shot , an agenda . ''
1	||1	||were	||0	||0	||is another species of bear , and a less vicious one	||But despite its hair-trigger edginess , whether the market today will in fact mirror 1987 with a further dive is a far different matter . There are many reasons to think that what appeared Friday is another species of bear , and a less vicious one . The reasons include the obvious differences in the market between this fall and 1987 : Interest rates have n't been rising this time , as they were in 1987 ; the dollar , though hit Friday , has n't been eroding dangerously ; the economy is n't overheating ; and , above all , stocks are far from being as wildly overpriced : They are selling at only about 13 times per-share earnings , compared with about 20 two years ago .
1	||1	||were	||1	||1	||rising 	||But despite its hair-trigger edginess , whether the market today will in fact mirror 1987 with a further dive is a far different matter . There are many reasons to think that what appeared Friday is another species of bear , and a less vicious one . The reasons include the obvious differences in the market between this fall and 1987 : Interest rates have n't been rising this time , as they were in 1987 ; the dollar , though hit Friday , has n't been eroding dangerously ; the economy is n't overheating ; and , above all , stocks are far from being as wildly overpriced : They are selling at only about 13 times per-share earnings , compared with about 20 two years ago .
1	||1	||are	||0	||1	||blame for the European TV industry 's sluggish development	||While some in the U.S. contend that advertising is the bane of television , here many believe that its absence is to blame for the European TV industry 's sluggish development . Until recently , national governments in Europe controlled most of the air time and allowed little or no advertising . Since production costs were guaranteed , it did n't matter that a program could n't be sold abroad or put into syndication , as most American programs are . But not much money was spent on the shows , either , a situation that encouraged cheap-to-make talk and game shows , while discouraging expensive-to-produce dramas .
1	||1	||does	||0	||1	||going it alone	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||will	||1	||0	||make much of a dent 	||Surveys suggested that consumer confidence was high before Friday . A 190-point drop is n't likely to make much of a dent ; multiply that a few times over , though , and it will . If the reactions of executives gathered Saturday at Hot Springs , Va. , for the Business Council meetings are typical , business leaders were n't overly rattled by Friday 's decline . And if foreign investors become a tad more cautious -- well , the dollar 's recent strength suggests that the U.S. can stand it .
1	||1	||'re	||0	||1	||satisfy powerful producer constituencies who want a weak dollar for short-term competitive gains in world markets	||Those sound like innocuous changes , but they 're not . Both the Treasury and Congress traditionally have pushed for easy money , the Treasury to reduce its debt management problems and Congress to satisfy powerful producer constituencies who want a weak dollar for short-term competitive gains in world markets . Congressional pressures on the Fed similar to those that produced the savings and loan mess are an awful thought .
1	||1	||could	||0	||0	||to save some of the five older plants targeted last week	||Mr. Smith said GM is looking for ways to save some of the five older plants targeted last week . `` I 'm hoping we 'll need another plant for the APV , '' a new plastic-bodied minivan now being assembled at a single plant in Tarrytown , N.Y. , he said . However , Mr. Smith said that as a result of a $ 70 billion factory-modernization program undertaken over the last decade , `` we can produce more in the new plants than we could in the old plants . ''
1	||1	||were	||0	||1	||says	||But now , the magazine is attempting to fight back , with an ambitious plan including a revamped sales strategy and a surprisingly aggressive ad campaign . Advertisers do n't think of the magazine first , says Joan McCraw , who joined in April as national advertising director . `` What we want to do is take a more aggressive stance . People did n't believe we were in tune with the marketplace , and in many ways we were n't . ''
1	||1	||had	||0	||1	||regard the amount of the decline on Friday as unexpected or unlikely	||`` I do not regard the amount of the decline on Friday as unexpected or unlikely , '' he said in a telephone interview . `` With the market being up to 2,700 or 2,800 and the existence of derivative products ... one can expect volatility of the magnitude we had . ''
1	||1	||are	||1	||0	||profitable 	||Despite a decade-long attempt to revamp the socialist economy , China 's mega-welfare state is alive and well . Health care is free , housing costs just pennies and food is heavily subsidized . At Panzhihua , as in other big state-run factories , workers still can count on a cradle-to-grave safety net . Factory officials estimate that more than 10 % of the work force here is redundant , but layoffs are n't allowed . Even factory workers ' children are guaranteed jobs . The industrial monoliths are so deeply involved in the welfare system that China 's leaders may never be able to modernize them , despite their glaring economic inefficiency . Though the Panzhihua factory itself is profitable , many such enterprises are n't . Subsidies for money-losing enterprises totaled $ 18 billion last year , or about one-third the total state revenue .
1	||1	||did	||1	||1	||inject massive amounts of money into the banking system 	||The Fed allowed the key federal funds interest rate to dip to about 8 5\8 % from its levels of just below 9 % last week . That was a sign to financial markets that , at least for now , the Fed was easing its grip on credit . Because the markets remained relatively calm , however , the Fed did n't have to inject massive amounts of money into the banking system , as it did in October 1987 .
1	||1	||were	||0	||1	||better	||While oil prices have been better than expected , natural gas prices have been worse . In the third quarter , they averaged about 5 % less than they were in 1988 . The main reason remains weather . Last summer was notable for a heat wave and drought that caused utilities to burn more natural gas to feed increased electrical demand from air conditioning use . This summer , on the other hand , had milder weather than usual .
1	||1	||would	||0	||0	||to distinguish between the substance of his comments and the fact that he used insulting language . In addition	||If Mr. Mason had used less derogatory language to articulate his amateur analysis of the voting behavior of his fellow New Yorkers , would the water be quite so hot ? It probably would , because few or none of the people upset by Mr. Mason 's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language . In addition , some of Mr. Mason 's critics have implied that his type of ethnic humor is itself a form of racism .
1	||1	||did	||0	||1	||take the Fifth Amendment	||2 . That Mr. Lantos supported the rights of the witnesses to take the Fifth Amendment . Yes , he did .
1	||1	||does	||0	||1	||develop any frequency	||Even though National Geographic offers far more readers than does a magazine like Smithsonian , `` the page costs you an arm and a leg to develop any frequency , '' says Harry Glass , New York media manager for Bozell Inc .
1	||1	||do	||0	||1	||featuring Mr. Shaw and Ms. Crier	||Then there 's `` The World Today , '' the prime-time newscast featuring Mr. Shaw and Ms. Crier . Until now , CNN has featured its Hollywood gossip show during the key evening period . But 70 % of the cable-television-equipped households that watch news do so between 6:30 p.m. and 7 p.m. , the network discovered , so CNN wants in . Mr. Amos says the Shaw-Crier team will probably do two live interviews a day , with most of the program , at least for now , appearing similar to CNN 's other newcasts .
1	||1	||has	||1	||1	||reacted much to it 	||Mr. Mehta observed that the U.S. merchandise trade deficit , which rose sharply in August , according to yesterday 's report , has been having less and less impact on the gold market . `` The dollar has n't reacted much to it , so gold has n't either , '' he said .
1	||1	||do	||1	||1	||propose a new restructuring plan 	||Ramada , which first delayed and then shelved a $ 400 million junk bond sale that was designed to help finance a restructuring , fell 15.6 % to close at 9 1\2 . Ramada has said it hopes to propose a new restructuring plan but has n't indicated when it will do so .
